model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize
x1,2016-01-01,17298,semi-auto,48697,diesel,125,57.6,2.0
x1,2018-01-01,16995,semi-auto,17276,petrol,150,46.3,1.5
x1,2017-01-01,17995,manual,23692,diesel,125,58.9,2.0
5 series,2017-01-01,21998,semi-auto,25260,diesel,145,60.1,2.0
x1,2017-01-01,16698,semi-auto,25291,diesel,30,65.7,2.0
1 series,2015-01-01,12298,semi-auto,37634,diesel,30,64.2,2.0
1 series,2017-01-01,13798,manual,34446,diesel,145,65.7,2.0
1 series,2018-01-01,14000,manual,19995,petrol,145,37.7,1.5
4 series,2018-01-01,24000,manual,24848,petrol,145,36.7,3.0
m4,2020-01-01,50000,semi-auto,700,petrol,145,34.0,3.0
4 series,2018-01-01,21500,semi-auto,4038,petrol,150,45.6,2.0
3 series,2016-01-01,22000,semi-auto,31250,diesel,165,51.4,3.0
5 series,2015-01-01,16000,semi-auto,64194,diesel,165,51.4,3.0
3 series,2015-01-01,18500,semi-auto,38218,diesel,165,51.4,3.0
3 series,2019-01-01,28000,automatic,6148,diesel,145,52.3,2.0
3 series,2018-01-01,27000,automatic,13430,diesel,145,49.6,3.0
x3,2015-01-01,17000,semi-auto,35500,diesel,200,47.9,3.0
x3,2014-01-01,14495,semi-auto,56787,diesel,150,54.3,2.0
1 series,2016-01-01,16200,semi-auto,13369,diesel,20,68.9,1.5
2 series,2018-01-01,19000,semi-auto,3764,petrol,145,53.3,1.5
4 series,2017-01-01,17495,manual,13471,petrol,145,46.3,2.0
i8,2016-01-01,48998,automatic,10087,hybrid,0,134.5,1.5
x4,2018-01-01,36000,semi-auto,5000,diesel,145,40.4,3.0
m4,2020-01-01,43000,semi-auto,40,petrol,145,34.0,3.0
3 series,2020-01-01,40000,semi-auto,2000,diesel,145,47.9,3.0
7 series,2019-01-01,49000,semi-auto,7970,diesel,145,44.8,3.0
m2,2016-01-01,31000,semi-auto,14712,petrol,260,35.8,3.0
x7,2019-01-01,67000,semi-auto,4900,diesel,145,33.6,3.0
5 series,2018-01-01,30500,semi-auto,9671,petrol,145,39.2,3.0
2 series,2019-01-01,21500,semi-auto,2070,petrol,145,40.9,1.5
3 series,2016-01-01,19500,semi-auto,49104,diesel,160,51.4,3.0
1 series,2016-01-01,19000,semi-auto,42792,petrol,200,39.8,3.0
2 series,2019-01-01,30000,semi-auto,5555,petrol,145,38.2,3.0
5 series,2019-01-01,42500,semi-auto,3555,diesel,145,51.4,3.0
3 series,2016-01-01,22500,semi-auto,16890,diesel,160,51.4,3.0
2 series,2020-01-01,36000,semi-auto,5550,petrol,145,36.2,2.0
3 series,2018-01-01,25000,semi-auto,23555,diesel,145,49.6,3.0
2 series,2018-01-01,14998,manual,2683,petrol,145,44.1,1.5
x1,2017-01-01,16998,semi-auto,46622,diesel,125,57.6,2.0
3 series,2016-01-01,13298,semi-auto,46392,diesel,0,74.3,2.0
3 series,2013-01-01,12298,semi-auto,73845,diesel,145,54.3,3.0
5 series,2018-01-01,23998,semi-auto,14052,diesel,145,62.8,2.0
3 series,2019-01-01,26498,semi-auto,21165,diesel,145,48.7,2.0
4 series,2019-01-01,21998,semi-auto,19856,diesel,145,65.7,2.0
3 series,2019-01-01,23298,semi-auto,11974,diesel,145,54.3,2.0
1 series,2015-01-01,13500,manual,31652,diesel,30,62.8,2.0
2 series,2018-01-01,17500,automatic,6079,diesel,145,51.4,2.0
1 series,2019-01-01,16600,manual,7000,diesel,145,68.9,2.0
2 series,2016-01-01,16450,semi-auto,10250,diesel,30,62.8,2.0
x5,2019-01-01,49000,semi-auto,4860,diesel,145,37.7,3.0
x1,2019-01-01,25500,automatic,2984,diesel,145,60.1,2.0
3 series,2016-01-01,14000,manual,30679,diesel,125,62.8,2.0
6 series,2017-01-01,27500,semi-auto,21083,diesel,145,51.4,3.0
1 series,2017-01-01,13500,manual,16423,diesel,150,72.4,1.5
4 series,2019-01-01,25000,manual,4000,diesel,150,55.4,2.0
3 series,2019-01-01,32000,semi-auto,15114,diesel,150,49.6,3.0
5 series,2017-01-01,30000,semi-auto,9750,diesel,150,56.5,3.0
5 series,2017-01-01,21900,semi-auto,38649,diesel,145,65.7,2.0
3 series,2019-01-01,34900,semi-auto,4600,diesel,145,49.6,2.0
1 series,2019-01-01,22700,semi-auto,14822,diesel,145,60.1,2.0
x2,2018-01-01,23900,semi-auto,12887,diesel,145,61.4,2.0
4 series,2019-01-01,27450,semi-auto,8142,diesel,145,52.3,3.0
x5,2019-01-01,46600,semi-auto,9584,diesel,145,37.7,3.0
4 series,2019-01-01,26800,semi-auto,7667,diesel,145,58.9,2.0
1 series,2015-01-01,16450,semi-auto,25499,diesel,125,60.1,2.0
x1,2019-01-01,25000,manual,3715,diesel,145,68.9,2.0
x2,2019-01-01,27000,automatic,49,diesel,145,50.4,2.0
3 series,2019-01-01,32000,automatic,5557,diesel,145,49.6,2.0
2 series,2019-01-01,21000,semi-auto,2380,petrol,145,40.9,1.5
2 series,2019-01-01,21000,manual,3078,petrol,145,39.8,1.5
2 series,2019-01-01,21000,manual,1251,petrol,145,42.8,1.5
2 series,2019-01-01,23500,semi-auto,2664,petrol,145,50.4,2.0
2 series,2019-01-01,20500,manual,1612,petrol,145,42.8,1.5
4 series,2018-01-01,20500,semi-auto,6668,diesel,145,65.7,2.0
2 series,2019-01-01,20500,automatic,6679,petrol,145,47.9,2.0
2 series,2019-01-01,20500,automatic,1689,petrol,145,50.4,2.0
5 series,2017-01-01,24998,semi-auto,24769,diesel,145,60.1,3.0
4 series,2018-01-01,20990,semi-auto,26706,diesel,150,58.9,2.0
x3,2016-01-01,18990,semi-auto,12996,diesel,150,54.3,2.0
2 series,2019-01-01,19500,manual,1501,petrol,145,42.8,1.5
2 series,2019-01-01,23500,semi-auto,2164,diesel,145,49.6,2.0
m4,2020-01-01,48000,semi-auto,30,petrol,145,34.0,3.0
5 series,2019-01-01,29500,automatic,3388,diesel,145,60.1,3.0
2 series,2015-01-01,12000,manual,28410,petrol,30,57.6,1.5
2 series,2019-01-01,24000,automatic,477,petrol,145,47.9,2.0
5 series,2019-01-01,30000,automatic,10654,diesel,145,60.1,2.0
x2,2019-01-01,29000,automatic,2472,diesel,145,48.7,2.0
4 series,2019-01-01,25450,semi-auto,1000,diesel,150,60.1,2.0
x2,2018-01-01,24490,semi-auto,7100,diesel,150,61.4,2.0
x1,2014-01-01,12490,semi-auto,49400,diesel,165,51.4,2.0
2 series,2019-01-01,19750,semi-auto,9014,diesel,145,49.6,2.0
5 series,2017-01-01,21900,semi-auto,23291,diesel,145,65.7,2.0
x1,2018-01-01,21500,semi-auto,12710,petrol,145,44.8,2.0
3 series,2018-01-01,27500,semi-auto,9329,diesel,145,51.4,3.0
x5,2018-01-01,34756,automatic,20630,diesel,145,47.1,3.0
1 series,2017-01-01,21514,semi-auto,15907,petrol,150,39.8,3.0
x1,2016-01-01,18998,semi-auto,24347,diesel,150,55.4,2.0
1 series,2019-01-01,22000,manual,2574,petrol,145,44.1,1.5
1 series,2019-01-01,21000,manual,1906,petrol,145,44.1,1.5
3 series,2019-01-01,31000,semi-auto,1397,diesel,145,50.4,2.0
x5,2014-01-01,25000,automatic,38389,diesel,200,47.1,3.0
5 series,2018-01-01,23500,semi-auto,23650,diesel,145,53.3,3.0
1 series,2013-01-01,10500,manual,48255,diesel,30,62.8,2.0
3 series,2013-01-01,15000,semi-auto,21940,diesel,125,58.9,2.0
x4,2020-01-01,43000,semi-auto,857,diesel,145,40.9,3.0
3 series,2018-01-01,17998,semi-auto,19950,diesel,145,65.7,2.0
1 series,2016-01-01,15498,semi-auto,15621,diesel,30,65.7,2.0
1 series,2019-01-01,29398,semi-auto,9983,petrol,145,39.8,3.0
3 series,2013-01-01,10420,manual,53352,petrol,200,43.5,2.0
2 series,2016-01-01,17998,semi-auto,28099,diesel,145,55.4,2.0
x1,2016-01-01,18998,semi-auto,20874,diesel,150,55.4,2.0
1 series,2016-01-01,14398,semi-auto,21037,diesel,20,68.9,1.5
1 series,2017-01-01,18998,manual,17888,petrol,260,36.2,3.0
5 series,2019-01-01,26498,semi-auto,16466,diesel,145,60.1,2.0
3 series,2015-01-01,12998,semi-auto,25243,diesel,30,62.8,2.0
x1,2016-01-01,15998,manual,45484,diesel,125,58.9,2.0
3 series,2019-01-01,27998,semi-auto,9624,diesel,150,52.3,2.0
1 series,2016-01-01,14998,manual,23879,diesel,30,62.8,2.0
x1,2017-01-01,19998,semi-auto,17922,diesel,145,55.4,2.0
1 series,2015-01-01,13998,semi-auto,38279,diesel,125,60.1,2.0
3 series,2015-01-01,11998,manual,40325,petrol,125,52.3,1.5
5 series,2017-01-01,21498,semi-auto,34296,diesel,145,65.7,2.0
3 series,2017-01-01,19698,semi-auto,44075,diesel,145,51.4,3.0
3 series,2017-01-01,21498,semi-auto,13102,diesel,145,51.4,3.0
3 series,2016-01-01,11998,manual,49669,diesel,30,67.3,2.0
3 series,2017-01-01,20498,semi-auto,7926,diesel,145,56.5,3.0
3 series,2017-01-01,18298,semi-auto,33384,hybrid,0,134.5,2.0
3 series,2016-01-01,13998,semi-auto,38417,diesel,30,67.3,2.0
1 series,2019-01-01,19298,semi-auto,10040,diesel,145,67.3,2.0
3 series,2019-01-01,26498,semi-auto,13579,diesel,145,48.7,2.0
3 series,2013-01-01,10998,semi-auto,74712,petrol,205,42.8,2.0
3 series,2013-01-01,10998,manual,72315,diesel,30,61.4,2.0
3 series,2013-01-01,10998,manual,44602,diesel,30,61.4,2.0
x5,2013-01-01,16498,automatic,56003,diesel,300,38.2,3.0
5 series,2015-01-01,13498,semi-auto,88333,diesel,30,62.8,2.0
1 series,2019-01-01,21998,semi-auto,4061,petrol,145,54.3,1.5
2 series,2017-01-01,17998,semi-auto,27997,diesel,145,57.6,2.0
1 series,2013-01-01,7998,manual,74772,diesel,30,65.7,2.0
x5,2019-01-01,45995,semi-auto,16644,diesel,150,37.7,3.0
x1,2016-01-01,19498,semi-auto,19850,diesel,145,55.4,2.0
4 series,2018-01-01,21498,semi-auto,8441,petrol,150,48.7,2.0
1 series,2013-01-01,8298,manual,60741,diesel,30,65.7,2.0
3 series,2019-01-01,23498,semi-auto,10629,diesel,145,57.7,2.0
3 series,2016-01-01,13798,semi-auto,46673,diesel,0,74.3,2.0
1 series,2014-01-01,16998,semi-auto,30954,petrol,235,37.7,3.0
1 series,2015-01-01,12498,semi-auto,14501,diesel,0,78.5,1.5
1 series,2018-01-01,17498,manual,10374,diesel,145,49.6,2.0
1 series,2016-01-01,14498,manual,24382,diesel,20,70.6,1.5
3 series,2017-01-01,18998,semi-auto,28332,hybrid,0,134.5,2.0
3 series,2019-01-01,20498,semi-auto,6160,petrol,150,44.8,2.0
3 series,2019-01-01,23298,semi-auto,11326,diesel,145,54.3,2.0
3 series,2017-01-01,21998,semi-auto,21784,diesel,145,56.5,3.0
1 series,2013-01-01,6998,manual,73603,diesel,30,62.8,2.0
3 series,2016-01-01,11298,manual,64308,diesel,20,68.9,2.0
x1,2016-01-01,19498,semi-auto,20153,diesel,145,55.4,2.0
3 series,2017-01-01,19498,semi-auto,56785,diesel,145,51.4,3.0
5 series,2014-01-01,18750,semi-auto,34219,diesel,200,47.9,3.0
x3,2014-01-01,15795,semi-auto,63000,diesel,145,54.3,2.0
3 series,2015-01-01,13995,semi-auto,46316,petrol,160,46.3,2.0
x1,2017-01-01,17998,semi-auto,33534,diesel,150,55.4,2.0
3 series,2016-01-01,16295,manual,16604,diesel,30,64.2,2.0
3 series,2017-01-01,17695,semi-auto,24909,diesel,145,62.8,2.0
1 series,2018-01-01,16998,manual,19154,diesel,150,49.6,2.0
2 series,2020-01-01,30000,semi-auto,914,petrol,145,42.2,1.5
8 series,2020-01-01,63000,semi-auto,3000,diesel,145,40.4,3.0
x3,2013-01-01,14000,semi-auto,47111,diesel,160,50.4,2.0
x3,2016-01-01,21000,semi-auto,24002,diesel,145,54.3,2.0
1 series,2020-01-01,22000,manual,2000,petrol,145,44.1,1.5
1 series,2014-01-01,15000,semi-auto,38689,petrol,235,37.7,3.0
x4,2020-01-01,45500,semi-auto,1608,petrol,145,26.9,3.0
3 series,2015-01-01,16998,semi-auto,31915,diesel,145,53.3,3.0
4 series,2017-01-01,19498,semi-auto,28912,diesel,145,65.7,2.0
5 series,2017-01-01,20998,semi-auto,21068,diesel,145,62.8,2.0
3 series,2017-01-01,17998,semi-auto,34118,diesel,150,60.1,2.0
3 series,2016-01-01,17498,semi-auto,27146,diesel,150,56.5,3.0
4 series,2017-01-01,17410,automatic,37842,diesel,145,65.7,2.0
2 series,2016-01-01,18498,semi-auto,18245,diesel,145,55.4,2.0
3 series,2018-01-01,22998,semi-auto,16360,diesel,145,57.7,2.0
3 series,2019-01-01,26698,semi-auto,8273,diesel,145,48.7,2.0
4 series,2016-01-01,14998,manual,24711,petrol,160,46.3,2.0
3 series,2016-01-01,14995,manual,43400,diesel,125,58.9,2.0
3 series,2019-01-01,23498,semi-auto,7516,diesel,145,54.3,2.0
4 series,2019-01-01,21998,semi-auto,17740,diesel,145,65.7,2.0
3 series,2019-01-01,27298,semi-auto,8319,diesel,145,48.7,2.0
3 series,2019-01-01,26498,semi-auto,18526,diesel,145,48.7,2.0
x5,2016-01-01,24998,automatic,83269,diesel,200,47.1,3.0
1 series,2019-01-01,14698,manual,14847,diesel,150,72.4,1.5
x1,2017-01-01,17998,automatic,33358,diesel,125,60.1,2.0
1 series,2018-01-01,17498,semi-auto,17063,petrol,145,36.7,2.0
1 series,2013-01-01,8998,manual,34750,diesel,30,65.7,2.0
x5,2014-01-01,27995,automatic,43946,diesel,265,42.2,3.0
x1,2016-01-01,19998,semi-auto,21621,diesel,145,55.4,2.0
5 series,2018-01-01,27498,semi-auto,13197,hybrid,140,156.9,2.0
3 series,2015-01-01,12498,semi-auto,87795,diesel,125,60.1,2.0
1 series,2016-01-01,13998,semi-auto,50525,diesel,30,65.7,2.0
1 series,2016-01-01,13498,semi-auto,42001,diesel,20,68.9,1.5
1 series,2014-01-01,11998,manual,20990,diesel,30,64.2,2.0
1 series,2014-01-01,10998,automatic,56379,petrol,145,48.7,1.6
3 series,2015-01-01,12498,manual,50730,diesel,20,68.9,2.0
x1,2016-01-01,17698,manual,29018,diesel,125,58.9,2.0
3 series,2013-01-01,9998,semi-auto,46121,diesel,30,62.8,2.0
4 series,2017-01-01,19498,semi-auto,16463,diesel,145,65.7,2.0
3 series,2016-01-01,17498,semi-auto,39239,hybrid,0,134.5,2.0
5 series,2018-01-01,24498,semi-auto,15032,diesel,145,68.9,2.0
x1,2016-01-01,18498,semi-auto,28813,diesel,145,55.4,2.0
3 series,2019-01-01,22998,semi-auto,6394,diesel,150,54.3,2.0
x5,2019-01-01,58898,semi-auto,100,diesel,150,37.7,3.0
3 series,2017-01-01,20998,semi-auto,14997,diesel,145,51.4,3.0
2 series,2016-01-01,15498,semi-auto,14313,petrol,125,51.4,1.5
5 series,2014-01-01,9998,semi-auto,82681,diesel,30,62.8,2.0
1 series,2017-01-01,12498,manual,37919,diesel,20,72.4,1.5
1 series,2016-01-01,12498,manual,38276,diesel,20,70.6,1.5
3 series,2017-01-01,14498,manual,21105,petrol,150,48.7,2.0
3 series,2019-01-01,27498,semi-auto,9091,diesel,150,52.3,2.0
2 series,2017-01-01,16498,semi-auto,25405,diesel,150,64.2,2.0
1 series,2017-01-01,21498,semi-auto,23699,petrol,200,39.8,3.0
3 series,2019-01-01,21998,semi-auto,7237,diesel,145,60.1,2.0
3 series,2019-01-01,26998,semi-auto,15002,diesel,145,48.7,2.0
5 series,2018-01-01,25998,semi-auto,19479,diesel,145,46.3,2.0
3 series,2019-01-01,22898,automatic,12249,diesel,145,62.8,2.0
1 series,2019-01-01,17498,automatic,10565,diesel,145,72.4,1.5
3 series,2018-01-01,20998,semi-auto,28180,petrol,145,48.7,2.0
1 series,2017-01-01,15498,semi-auto,40228,diesel,125,60.1,2.0
5 series,2015-01-01,11450,manual,60529,diesel,30,65.7,2.0
x6,2016-01-01,30998,semi-auto,26782,diesel,200,44.8,3.0
x2,2019-01-01,21998,manual,5687,petrol,150,41.5,1.5
6 series,2015-01-01,17498,semi-auto,51412,diesel,160,49.6,3.0
3 series,2016-01-01,18998,semi-auto,28762,diesel,160,51.4,3.0
1 series,2016-01-01,14998,automatic,30300,diesel,30,65.7,2.0
i3,2017-01-01,19998,automatic,41949,hybrid,140,470.8,0.0
3 series,2017-01-01,15998,semi-auto,16943,petrol,150,51.4,2.0
3 series,2017-01-01,14998,manual,13309,petrol,150,48.7,2.0
3 series,2019-01-01,26498,semi-auto,7098,petrol,150,41.5,2.0
4 series,2019-01-01,31898,semi-auto,4125,diesel,145,50.4,3.0
m4,2016-01-01,29998,semi-auto,26363,petrol,305,34.0,3.0
2 series,2016-01-01,19999,semi-auto,29139,petrol,205,39.8,3.0
3 series,2016-01-01,17998,semi-auto,44888,diesel,160,51.4,3.0
3 series,2016-01-01,18998,semi-auto,19125,diesel,150,53.3,3.0
2 series,2017-01-01,15998,manual,12248,petrol,125,53.3,1.5
2 series,2015-01-01,9698,manual,60891,diesel,20,68.9,2.0
2 series,2018-01-01,18498,semi-auto,7202,petrol,145,38.2,2.0
5 series,2017-01-01,22498,semi-auto,19864,diesel,145,65.7,2.0
3 series,2016-01-01,14498,semi-auto,58872,diesel,30,67.3,2.0
x1,2017-01-01,19862,semi-auto,11000,diesel,150,55.4,2.0
x7,2019-01-01,68898,automatic,5203,petrol,145,24.8,3.0
5 series,2016-01-01,19998,semi-auto,16555,diesel,160,51.4,2.0
3 series,2017-01-01,22998,semi-auto,19505,diesel,145,51.4,3.0
x3,2019-01-01,35998,semi-auto,2451,diesel,145,54.3,2.0
7 series,2019-01-01,48898,semi-auto,17501,diesel,145,41.5,3.0
x2,2019-01-01,24998,manual,4174,diesel,145,48.7,2.0
5 series,2019-01-01,26898,semi-auto,4917,diesel,145,65.7,2.0
1 series,2019-01-01,21898,manual,4100,petrol,150,41.5,1.5
4 series,2016-01-01,18500,semi-auto,22566,diesel,145,55.4,3.0
1 series,2015-01-01,16314,manual,17846,petrol,300,35.3,3.0
3 series,2019-01-01,29998,semi-auto,10171,petrol,145,41.5,2.0
5 series,2017-01-01,25498,semi-auto,20279,hybrid,135,156.9,2.0
x5,2016-01-01,35498,automatic,14626,diesel,235,42.8,3.0
3 series,2019-01-01,27498,semi-auto,14793,diesel,145,48.7,2.0
x1,2016-01-01,18998,semi-auto,20259,diesel,145,55.4,2.0
3 series,2017-01-01,21898,semi-auto,10305,diesel,145,56.5,3.0
1 series,2016-01-01,12498,manual,22103,diesel,20,72.4,1.5
3 series,2016-01-01,16998,semi-auto,44600,diesel,145,56.5,3.0
x1,2017-01-01,21498,semi-auto,19682,petrol,160,44.8,2.0
1 series,2017-01-01,13998,manual,33094,diesel,20,72.4,1.5
3 series,2019-01-01,35998,semi-auto,9632,diesel,145,49.6,2.0
3 series,2016-01-01,12950,semi-auto,44635,diesel,0,74.3,2.0
3 series,2017-01-01,15127,semi-auto,26630,petrol,125,51.4,2.0
3 series,2014-01-01,11470,semi-auto,49500,diesel,30,62.8,2.0
4 series,2014-01-01,13991,manual,22908,diesel,125,58.9,2.0
3 series,2016-01-01,19298,semi-auto,32382,diesel,200,49.6,3.0
4 series,2019-01-01,21998,semi-auto,16616,diesel,145,65.7,2.0
3 series,2016-01-01,18998,automatic,24709,diesel,145,53.3,3.0
4 series,2016-01-01,18498,semi-auto,36435,diesel,165,52.3,3.0
3 series,2016-01-01,13798,semi-auto,34860,petrol,125,54.3,1.5
5 series,2016-01-01,17998,automatic,28695,diesel,145,53.3,3.0
x1,2016-01-01,19998,automatic,13085,diesel,145,55.4,2.0
3 series,2018-01-01,19998,semi-auto,16159,petrol,145,48.7,2.0
4 series,2017-01-01,17998,automatic,43111,diesel,145,65.7,2.0
4 series,2017-01-01,21998,automatic,13941,petrol,145,48.7,2.0
4 series,2017-01-01,19998,semi-auto,13273,diesel,145,65.7,2.0
5 series,2018-01-01,25998,semi-auto,24141,hybrid,140,156.9,2.0
x4,2019-01-01,33998,semi-auto,9064,diesel,150,42.8,2.0
5 series,2018-01-01,28998,semi-auto,26471,petrol,150,39.2,3.0
5 series,2019-01-01,27898,semi-auto,11871,diesel,150,62.8,2.0
5 series,2017-01-01,22998,semi-auto,20033,diesel,150,65.7,2.0
1 series,2020-01-01,29998,semi-auto,934,diesel,150,48.7,2.0
4 series,2019-01-01,24998,semi-auto,3214,diesel,150,65.7,2.0
3 series,2019-01-01,21998,semi-auto,11300,diesel,150,55.4,2.0
4 series,2018-01-01,20998,semi-auto,23358,diesel,145,65.7,2.0
3 series,2016-01-01,13998,semi-auto,66362,diesel,30,62.8,2.0
4 series,2018-01-01,21998,semi-auto,15600,diesel,145,65.7,2.0
3 series,2018-01-01,16291,semi-auto,25329,petrol,145,51.4,1.5
3 series,2014-01-01,11891,semi-auto,54335,diesel,30,62.8,2.0
1 series,2015-01-01,10991,semi-auto,45000,diesel,20,72.4,1.5
3 series,2017-01-01,17498,automatic,58080,hybrid,0,134.5,2.0
4 series,2017-01-01,19998,semi-auto,8333,petrol,145,48.7,2.0
5 series,2016-01-01,17498,semi-auto,19218,diesel,30,62.8,2.0
x1,2016-01-01,18797,automatic,13505,diesel,125,57.6,2.0
3 series,2016-01-01,16747,semi-auto,25513,diesel,145,56.5,3.0
3 series,2017-01-01,19047,automatic,16844,diesel,145,56.5,3.0
3 series,2017-01-01,14050,manual,20829,petrol,145,48.7,2.0
5 series,2016-01-01,13991,semi-auto,44002,diesel,20,68.9,2.0
1 series,2016-01-01,14991,manual,7000,diesel,30,65.7,2.0
1 series,2016-01-01,13491,manual,24000,diesel,30,65.7,2.0
1 series,2017-01-01,12491,manual,19167,diesel,20,68.9,2.0
2 series,2015-01-01,11679,manual,46200,petrol,30,54.3,1.5
3 series,2013-01-01,10170,manual,49102,diesel,125,57.6,2.0
2 series,2017-01-01,15750,semi-auto,18652,diesel,145,65.7,2.0
1 series,2016-01-01,13895,semi-auto,31453,diesel,20,67.3,2.0
1 series,2018-01-01,13295,manual,18712,diesel,145,50.4,2.0
5 series,2015-01-01,17000,semi-auto,40750,diesel,160,50.4,3.0
3 series,2015-01-01,13000,manual,61443,petrol,200,39.8,2.0
2 series,2018-01-01,16998,manual,5898,petrol,145,42.2,1.5
2 series,2015-01-01,18998,semi-auto,24859,petrol,260,37.2,3.0
2 series,2019-01-01,16998,manual,3935,petrol,150,40.9,1.5
3 series,2017-01-01,18995,semi-auto,23505,diesel,145,64.2,2.0
2 series,2014-01-01,11999,manual,31289,diesel,30,62.8,2.0
2 series,2014-01-01,11999,manual,31289,diesel,30,62.8,2.0
2 series,2018-01-01,17498,semi-auto,5346,petrol,145,39.8,1.5
x1,2017-01-01,18998,semi-auto,32217,diesel,145,55.4,2.0
3 series,2014-01-01,12998,manual,31826,diesel,125,57.6,2.0
x4,2016-01-01,20998,semi-auto,62862,diesel,205,47.9,3.0
3 series,2017-01-01,14498,semi-auto,38328,petrol,150,51.4,2.0
5 series,2018-01-01,25998,semi-auto,30810,diesel,150,60.1,3.0
1 series,2019-01-01,19498,semi-auto,9739,diesel,145,67.3,2.0
x1,2017-01-01,18998,semi-auto,28686,diesel,125,57.6,2.0
2 series,2018-01-01,14998,manual,20001,petrol,150,50.4,1.5
8 series,2019-01-01,69898,automatic,4075,petrol,145,26.7,3.0
3 series,2019-01-01,29998,semi-auto,8765,petrol,145,41.5,2.0
8 series,2019-01-01,84898,semi-auto,3185,petrol,145,24.4,4.4
m4,2019-01-01,44898,semi-auto,8124,petrol,145,34.0,3.0
x5,2016-01-01,32998,automatic,12525,diesel,200,47.1,3.0
5 series,2019-01-01,30998,semi-auto,11675,diesel,145,56.5,3.0
2 series,2018-01-01,17998,semi-auto,5877,petrol,145,40.9,1.5
3 series,2019-01-01,25898,semi-auto,11917,diesel,150,52.3,2.0
3 series,2019-01-01,28898,semi-auto,1250,petrol,145,42.2,2.0
3 series,2017-01-01,19898,semi-auto,40238,diesel,145,53.3,3.0
5 series,2017-01-01,23898,semi-auto,11896,diesel,30,65.7,2.0
1 series,2017-01-01,17498,semi-auto,17640,diesel,145,65.7,2.0
2 series,2016-01-01,12498,manual,16793,petrol,30,57.6,1.5
3 series,2017-01-01,17998,semi-auto,32000,diesel,145,62.8,2.0
7 series,2018-01-01,25998,semi-auto,22892,petrol,145,41.5,3.0
8 series,2019-01-01,67898,semi-auto,7903,diesel,145,38.2,3.0
1 series,2017-01-01,20498,semi-auto,16875,petrol,145,39.8,3.0
4 series,2019-01-01,21998,semi-auto,11032,diesel,145,65.7,2.0
1 series,2018-01-01,15498,manual,5953,petrol,150,53.3,1.5
1 series,2017-01-01,13698,semi-auto,12102,diesel,0,78.5,1.5
5 series,2017-01-01,23998,semi-auto,13970,diesel,145,65.7,2.0
6 series,2016-01-01,22798,semi-auto,19366,petrol,260,36.7,3.0
m4,2018-01-01,36498,semi-auto,7732,petrol,145,34.0,3.0
x1,2017-01-01,19498,semi-auto,18798,diesel,145,55.4,2.0
2 series,2017-01-01,15998,semi-auto,30330,diesel,145,64.2,2.0
4 series,2018-01-01,19498,semi-auto,27198,diesel,145,65.7,2.0
1 series,2017-01-01,14498,manual,28831,diesel,145,65.7,2.0
x1,2014-01-01,9998,semi-auto,68647,diesel,160,52.3,2.0
1 series,2017-01-01,20250,semi-auto,20336,petrol,200,39.8,3.0
6 series,2016-01-01,18737,automatic,37868,diesel,160,51.4,3.0
3 series,2017-01-01,20498,automatic,17521,diesel,145,53.3,3.0
3 series,2016-01-01,17298,semi-auto,27985,hybrid,0,134.5,2.0
1 series,2014-01-01,9460,manual,53872,diesel,30,65.7,2.0
3 series,2013-01-01,10850,automatic,73271,diesel,145,55.4,3.0
x5,2015-01-01,23491,automatic,43271,diesel,205,47.9,2.0
2 series,2018-01-01,16798,manual,14534,diesel,145,57.7,1.5
3 series,2019-01-01,23498,automatic,9117,diesel,145,54.3,2.0
5 series,2016-01-01,17498,semi-auto,29823,diesel,160,51.4,3.0
